1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,-0.5342531177715073
1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,-0.5323937877846645
1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0.15920208639339828
1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,-0.0849915206551457
2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,-0.43972650200056185
2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,-0.4952525840901756
2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,-0.06214755190803478
2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,-0.22155793134982948
2,0,1,0,0,2,0,1,0,0,1,0,0,0,0,-0.3984594810028539
2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,-0.4400053534444992
2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,-0.06539002439448316
2,0,0,0,1,2,0,0,0,1,1,0,0,0,0,-0.1945783752973198
0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,-0.7243849647097504
0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,-0.6650543565648177
0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0.14353049260318196
0,0,0,0,3,0,1,1,1,0,1,0,0,0,0,-0.17799118902755984
0,0,0,1,2,0,1,2,0,0,1,0,0,0,0,0.08394871162376782
0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,-0.633636029173553
0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,-0.6611751302527948
0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,-0.20180816790532097
0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,-0.2974582072033711
3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,-0.25014145946495026
0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,-0.6167191394856757
0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,-0.4921054387382724
0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0.37880629658859855
0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0.0350028243402023
0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,-0.47573043206328114
0,1,1,0,1,3,0,0,0,0,1,0,0,0,0,-0.6373278013257759
0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,-0.2935348989333675
0,1,0,1,1,3,0,0,0,0,1,0,0,0,0,-0.3768833525779569
0,1,0,2,0,2,0,1,0,0,1,0,0,0,0,-0.2034356425038566
0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,-0.556481862791466
0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,-0.004219198659578094
0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0.017281144379174496
0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,-0.5928994856881018
0,3,0,0,0,0,1,1,0,1,1,0,0,0,0,-0.6112590185585787
0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0.42764915123230773
0,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0.44224435917523985
1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,-0.5775416349257596
1,0,1,1,0,3,0,0,0,0,1,0,0,0,0,-0.29117875285238304
1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,-0.44733872682648146
1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,-0.3435374387933421
1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,-0.506171661508469
1,0,0,1,1,3,0,0,0,0,1,0,0,0,0,-0.03260548277516184
0,2,1,0,0,2,0,1,0,0,1,0,0,0,0,-0.6464441442605646
0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,-0.12226485543019683
0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,-0.4625743251768397
0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,-0.19071627326619867
0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,-0.5453817752428534
0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0.0659393003617681
0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,-0.6700918025222307
0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,-0.7248131351303271
0,0,3,0,0,1,0,0,0,2,1,0,0,0,0,-0.762244364778192
0,3,0,0,0,1,0,2,0,0,1,0,0,0,0,-0.5848992309925989
0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,-0.6654805486383935
0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,-0.7066534267195919
0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0.38443427655948037
0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,0.39941573968891086
0,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0.4664025446865794
0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,-0.22899205189436023
0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,-0.18690710987943637
0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,-0.15662712820441405
